Rut Proveedor,Nombre Empresa,Nro Licitación Pública,CodigoOC,Proviene de Gran Compra,IDProductoCM,Producto,Tipo de Producto,Marca,Modelo,Cantidad,Rut Unidad de Compra,Unidad de Compra,Fecha Envío OC,Región Unidad de Compra,Institución,Sector,year,month
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,3505-391-CM23,No,1929217,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,1,69.110.800-7,MUNICIPALIDAD DE PENCAHUE,2023-12-27,Maule,I MUNICIPALIDAD DE PENCAHUE,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4629-1179-CM23,Si,2035105,CAMIONETA MITSUBISHI L-200 D/C 4X4 TD KATANA CRT MACROZONA METROPOLITANA 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X4 TD KATANA CRT,14,61.502.000-1,Nivel Central Santiago,2023-12-29,Metropolitana,Dirección del Trabajo,"Gob. Central, Universidades",2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4629-1179-CM23,Si,2035105,CAMIONETA MITSUBISHI L-200 D/C 4X4 TD KATANA CRT MACROZONA METROPOLITANA 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X4 TD KATANA CRT,14,61.502.000-1,Nivel Central Santiago,2023-12-29,Metropolitana,Dirección del Trabajo,"Gob. Central, Universidades",2023,12
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,3948-646-CM23,No,2033157,CAMIONETA MAXUS T60 4X4 GL MT E6 MACROZONA CENTRO 2024,CAMIONETA,MAXUS,T60 4X4 GL MT E6,1,69.073.800-7,Unidad de Adquisiciones,2023-12-22,Ohiggins,Ilustre Municipalidad de Navidad,Municipalidades,2023,12
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,3948-646-CM23,No,2033157,CAMIONETA MAXUS T60 4X4 GL MT E6 MACROZONA CENTRO 2024,CAMIONETA,MAXUS,T60 4X4 GL MT E6,1,69.073.800-7,Unidad de Adquisiciones,2023-12-22,Ohiggins,Ilustre Municipalidad de Navidad,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2483-1404-CM23,No,2035117,CAMIONETA NISSAN NAVARA DC SE 2.3D MT MACROZONA METROPOLITANA 2024,CAMIONETA,NISSAN,NAVARA DC SE 2.3D MT,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2023-12-26,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2483-1404-CM23,No,2035117,CAMIONETA NISSAN NAVARA DC SE 2.3D MT MACROZONA METROPOLITANA 2024,CAMIONETA,NISSAN,NAVARA DC SE 2.3D MT,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2023-12-26,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2023,12
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,1305544-19-CM23,No,2034289,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2024,SUV,HONDA,TUCSON NX4 2.0 MT PLUS,1,61.981.080-5,COMPRAS Y LICITACIONES,2023-12-26,Metropolitana,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA SANTA CORINA,Otros,2023,12
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,1305544-19-CM23,No,2034289,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2024,SUV,HONDA,TUCSON NX4 2.0 MT PLUS,1,61.981.080-5,COMPRAS Y LICITACIONES,2023-12-26,Metropolitana,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA SANTA CORINA,Otros,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,2366-939-CM23,No,1929226,CAMIONETA TOYOTA HILUX 2.4L SR CD 4X2 MACROZONA NORTE 2023,CAMIONETA,TOYOTA,HILUX 2.4L SR CD 4X2,2,69.010.100-9,SERVICIO MUNICIPAL DE SALUD,2023-12-26,Arica Y Parinacota,I MUNICIPALIDAD DE ARICA,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,2366-939-CM23,No,1929226,CAMIONETA TOYOTA HILUX 2.4L SR CD 4X2 MACROZONA NORTE 2023,CAMIONETA,TOYOTA,HILUX 2.4L SR CD 4X2,2,69.010.100-9,SERVICIO MUNICIPAL DE SALUD,2023-12-26,Arica Y Parinacota,I MUNICIPALIDAD DE ARICA,Municipalidades,2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,4629-1185-CM23,No,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,2,61.502.000-1,Nivel Central Santiago,2023-12-26,Metropolitana,Dirección del Trabajo,"Gob. Central, Universidades",2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,4629-1185-CM23,No,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,2,61.502.000-1,Nivel Central Santiago,2023-12-26,Metropolitana,Dirección del Trabajo,"Gob. Central, Universidades",2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,318-286-CM23,No,1930341,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 MT PLUS,1,70.816.800-9,Corporación de Asistencia Judicial de la V Región,2023-12-26,Valparaiso,Corporación de Asistencia Judicial de la V Región,"Gob. Central, Universidades",2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,318-286-CM23,No,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,1,70.816.800-9,Corporación de Asistencia Judicial de la V Región,2023-12-26,Valparaiso,Corporación de Asistencia Judicial de la V Región,"Gob. Central, Universidades",2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,318-286-CM23,No,1930341,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 MT PLUS,1,70.816.800-9,Corporación de Asistencia Judicial de la V Región,2023-12-26,Valparaiso,Corporación de Asistencia Judicial de la V Región,"Gob. Central, Universidades",2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,318-286-CM23,No,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,1,70.816.800-9,Corporación de Asistencia Judicial de la V Región,2023-12-26,Valparaiso,Corporación de Asistencia Judicial de la V Región,"Gob. Central, Universidades",2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4377-431-CM23,No,1929235,CAMIONETA TOYOTA HILUX 2.4L SR CD 4X4 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L SR CD 4X4,1,69.151.100-6,Ilustre Municipalidad de San Rosendo,2023-12-28,Biobio,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4377-431-CM23,No,1929235,CAMIONETA TOYOTA HILUX 2.4L SR CD 4X4 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L SR CD 4X4,1,69.151.100-6,Ilustre Municipalidad de San Rosendo,2023-12-28,Biobio,I MUNICIPALIDAD DE SAN ROSENDO,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2776-1119-CM23,No,2035224,CAMIONETA SSANGYONG NEW MUSSO GRAND GLX 2.2TD 6AT 2WD MACROZONA CENTRO 2024,CAMIONETA,SSANGYONG,NEW MUSSO GRAND GLX 2.2TD 6AT 2WD,1,69.081.200-2,ADQUISICION MUNICIPAL,2023-12-28,Ohiggins,I MUNICIPALIDAD DE RENGO,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2776-1119-CM23,No,2035224,CAMIONETA SSANGYONG NEW MUSSO GRAND GLX 2.2TD 6AT 2WD MACROZONA CENTRO 2024,CAMIONETA,SSANGYONG,NEW MUSSO GRAND GLX 2.2TD 6AT 2WD,1,69.081.200-2,ADQUISICION MUNICIPAL,2023-12-28,Ohiggins,I MUNICIPALIDAD DE RENGO,Municipalidades,2023,12
94.141.000-6,DERCO S.P.A,2239-5-LR21,2412-1108-CM23,No,1928874,CAMIONETA CHANGAN MS201 1.2L PICK-UP PLUS C.AIRE Y DIREC MACROZONA METROPOLITANA 2023,CAMIONETA,CHANGAN,MS201 1.2L PICK-UP PLUS C.AIRE Y DIREC,1,69.254.100-6,IMUNI_LOPRADO ADQUISICIONES,2023-12-28,Metropolitana,I. MUNICIPALIDAD DE LO PRADO,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4079-810-CM23,No,2034642,SUV NISSAN QASHQAI 1.3 ADVANCE MT 2WD MACROZONA CENTRO 2024,SUV,NISSAN,QASHQAI 1.3 ADVANCE MT 2WD,1,69.151.000-k,Administración y Finanzas,2023-12-28,Biobio,Ilustre Municipalidad de Cabrero,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4079-810-CM23,No,2034642,SUV NISSAN QASHQAI 1.3 ADVANCE MT 2WD MACROZONA CENTRO 2024,SUV,NISSAN,QASHQAI 1.3 ADVANCE MT 2WD,1,69.151.000-k,Administración y Finanzas,2023-12-28,Biobio,Ilustre Municipalidad de Cabrero,Municipalidades,2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,4075-513-CM23,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.150.901-K,I MUNICIPALIDAD DE YUMBEL DEPTO SALUD,2023-12-29,Biobio,I MUNICIPALIDAD DE YUMBEL,Municipalidades,2023,12
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,4075-513-CM23,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.150.901-K,I MUNICIPALIDAD DE YUMBEL DEPTO SALUD,2023-12-29,Biobio,I MUNICIPALIDAD DE YUMBEL,Municipalidades,2023,12
96.889.440-4,MEDITERRANEO AUTOMOTORES S A,2239-5-LR21,5284-93-CM23,Si,2033152,CAMIONETA MAXUS T60 4X4 DX MT E6 MACROZONA METROPOLITANA 2024,CAMIONETA,MAXUS,T60 4X4 DX MT E6,30,61.202.000-0,Dirección de Vialidad - Nivel Central - Maestranza,2023-12-29,Metropolitana,MOP - Dirección de Vialidad,Obras Públicas,2023,12
96.889.440-4,MEDITERRANEO AUTOMOTORES S A,2239-5-LR21,5284-93-CM23,Si,2033152,CAMIONETA MAXUS T60 4X4 DX MT E6 MACROZONA METROPOLITANA 2024,CAMIONETA,MAXUS,T60 4X4 DX MT E6,30,61.202.000-0,Dirección de Vialidad - Nivel Central - Maestranza,2023-12-29,Metropolitana,MOP - Dirección de Vialidad,Obras Públicas,2023,12
94.141.000-6,DERCO S.P.A,2239-5-LR21,3904-1611-CM23,No,1928977,CAMIONETA JAC T8 2.0L COMFORT 4X4 MACROZONA SUR 2023,CAMIONETA,JAC,T8 2.0L COMFORT 4X4,2,69.141.200-8,"Finanzas, Adquisiciones",2023-12-29,Nuble,I MUNICIPALIDAD DE BULNES,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4079-815-CM23,No,2035088,CAMIONETA MITSUBISHI L-200 D/C 4X2 TD WORK CR MACROZONA SUR 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X2 TD WORK CR,2,69.151.000-k,Administración y Finanzas,2023-12-29,Biobio,Ilustre Municipalidad de Cabrero,Municipalidades,2023,12
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4079-815-CM23,No,2035088,CAMIONETA MITSUBISHI L-200 D/C 4X2 TD WORK CR MACROZONA SUR 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X2 TD WORK CR,2,69.151.000-k,Administración y Finanzas,2023-12-29,Biobio,Ilustre Municipalidad de Cabrero,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4322-692-CM23,No,1929211,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,1,69.190.300-1,Adquisiciones,2023-12-29,Araucania,I MUNICIPALIDAD DE PERQUENCO,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4322-692-CM23,No,1929211,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,1,69.190.300-1,Adquisiciones,2023-12-29,Araucania,I MUNICIPALIDAD DE PERQUENCO,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4322-693-CM23,No,1929211,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,1,69.190.300-1,Adquisiciones,2023-12-29,Araucania,I MUNICIPALIDAD DE PERQUENCO,Municipalidades,2023,12
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4322-693-CM23,No,1929211,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X2 MACROZONA SUR 2023,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X2,1,69.190.300-1,Adquisiciones,2023-12-29,Araucania,I MUNICIPALIDAD DE PERQUENCO,Municipalidades,2023,12
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,5240-390-CM23,Si,1930299,SUV HYUNDAI CRETA GRAND GRAND SU2I 2.0 AT VALUE MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,CRETA GRAND GRAND SU2I 2.0 AT VALUE,7,61.938.500-4,Direccion de Compras Publicas de Carabineros,2024-01-05,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,1
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,5240-390-CM23,Si,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,9,61.938.500-4,Direccion de Compras Publicas de Carabineros,2024-01-05,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,1
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,2564-512-CM23,No,2034198,SUV HYUNDAI CRETA SU2id 1.5 CVT PLUS MACROZONA CENTRO 2024,SUV,HYUNDAI,CRETA SU2id 1.5 CVT PLUS,1,69.090.700-3,ADQUISICIONES,2024-01-03,Ohiggins,I MUNICIPALIDAD DE CHEPICA,Municipalidades,2024,1
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,4179-25-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.190.100-9,ABASTECIMIENTO,2024-01-09,Araucania,Ilustre Municipalidad de Lautaro,Municipalidades,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,5297-2-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,61.102.156-9,PREDIOS FISCALES IIa. ZONA NAVAL,2024-01-10,Biobio,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4117-1-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.181.000-3,SOCIAL,2024-01-17,Araucania,I MUNICIPALIDAD DE CURACAUTIN,Municipalidades,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2791-22-CM24,No,2035051,CAMIONETA JMC VIGUS WORK 4X2 E6 MACROZONA METROPOLITANA 2024,CAMIONETA,JMC,VIGUS WORK 4X2 E6,1,69.255.400-0,Departamento de Educación Municipal,2024-01-31,Metropolitana,Municipalidad de Huechuraba,Municipalidades,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,1590-33-CM24,No,2034546,SUV MITSUBISHI NEW OUTLANDER 4X4 AT GLS MACROZONA CENTRO 2024,SUV,MITSUBISHI,NEW OUTLANDER 4X4 AT GLS,1,61.301.000-9,Subsecretaría de Agricultura,2024-01-15,Metropolitana,SUBSECRETARIA DEL MINISTERIO DE AGRICULT,"Gob. Central, Universidades",2024,1
96.889.440-4,MEDITERRANEO AUTOMOTORES S A,2239-5-LR21,1590-36-CM24,No,2033150,CAMIONETA MAXUS T60 4X4 DX MT E6 MACROZONA NORTE 2024,CAMIONETA,MAXUS,T60 4X4 DX MT E6,1,61.301.000-9,Subsecretaría de Agricultura,2024-01-18,Metropolitana,SUBSECRETARIA DEL MINISTERIO DE AGRICULT,"Gob. Central, Universidades",2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,411-21-CM24,No,2035085,CAMIONETA MITSUBISHI L-200 D/C 4X2 TD WORK CR MACROZONA NORTE 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X2 TD WORK CR,1,69.251.900-0,Departamento Finanzas - D.A.F,2024-01-15,Atacama,ILUSTRE MUNICIPALIDAD DE ALTO DEL CARMEN,Municipalidades,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2755-9-CM24,No,2034918,CAMIONETA DFSK D1 LUXURY 4X4 MT MACROZONA CENTRO 2024,CAMIONETA,DFSK,D1 LUXURY 4X4 MT,1,69.073.400-1,IMunicipalidad de San Antonio,2024-01-22,Valparaiso,Municipalidad de San Antonio,Municipalidades,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4158-19-CM24,No,2034828,SUV TOYOTA FORTUNER SR5 TDI 2.8 MT MACROZONA CENTRO 2024,SUV,TOYOTA,FORTUNER SR5 TDI 2.8 MT,1,69.141.700-K,Salud,2024-01-18,Nuble,Ilustre Municipalidad de El Carmen,Municipalidades,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4562-44-CM24,No,2035056,CAMIONETA JMC VIGUS WORK 4X4 E6 MACROZONA CENTRO 2024,CAMIONETA,JMC,VIGUS WORK 4X4 E6,1,69.080.300-3,Depto. Adquisiciones Municipales,2024-01-22,Ohiggins,Ilustre Municipalidad de Graneros,Municipalidades,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4139-27-CM24,No,2035236,CAMIONETA SSANGYONG NEW MUSSO GRAND GLX 2.2TD 6MT 4WD MACROZONA CENTRO 2024,CAMIONETA,SSANGYONG,NEW MUSSO GRAND GLX 2.2TD 6MT 4WD,1,69.091.000-4,Adquisiciones,2024-01-24,Ohiggins,I MUNICIPALIDAD DE PALMILLA,Municipalidades,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2675-38-CM24,No,2035062,CAMIONETA KIA FRONTIER D/C LX 2.5L 6MT AV AB MACROZONA CENTRO 2024,CAMIONETA,KIA,FRONTIER D/C LX 2.5L 6MT AV AB,1,69.080.500-6,I MUNICIPALIDAD DE MOSTAZAL,2024-01-24,Ohiggins,I MUNICIPALIDAD DE MOSTAZAL,Municipalidades,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4858-75-CM24,No,2035262,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX DIESEL,2,69.160.700-3,Finanzas,2024-01-25,Biobio,I MUNICIPALIDAD DE TIRUA,Municipalidades,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,3595-41-CM24,Si,2035125,CAMIONETA NISSAN NAVARA DC SE 2.3D MT 4WD MACROZONA AUSTRAL 2024,CAMIONETA,NISSAN,NAVARA DC SE 2.3D MT 4WD,2,69.251.400-9,Ilustre Municipalidad de Rio Verde,2024-01-26,Magallanes,ILUSTRE MUNICIPALIDAD DE RIO VERDE,Municipalidades,2024,1
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,977-14-CM24,No,2034811,SUV TOYOTA COROLLA CROSS HV 1.8 XEI CVT HV HIBRIDO MACROZONA METROPOLITANA 2024,SUV,TOYOTA,COROLLA CROSS HV 1.8 XEI CVT HV HIBRIDO,1,61.202.000-0,Dirección de Fiscalía - MOP,2024-01-26,Metropolitana,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,2024,1
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,796290-13-CM24,No,2035064,CAMIONETA KIA FRONTIER D/C LX 2.5L 6MT AV AB MACROZONA SUR 2024,CAMIONETA,KIA,FRONTIER D/C LX 2.5L 6MT AV AB,1,61.103.006-1,Bienestar Social III Brigada Aerea,2024-01-30,Los Lagos,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,2024,1
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,539119-301-CM24,No,2035279,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA METROPOLITANA 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,60.505.720-9,Sección de Abastecimiento y Proyectos,2024-01-29,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,1
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,5855-29-CM24,No,2035085,CAMIONETA MITSUBISHI L-200 D/C 4X2 TD WORK CR MACROZONA NORTE 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X2 TD WORK CR,1,69.251.000-3,Unidad de Adquisiciones,2024-01-31,Arica Y Parinacota,ILUSTRE MUNICIPALIDAD DE CAMARONES,Municipalidades,2024,1
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,5240-415-CM23,Si,2035279,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA METROPOLITANA 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,3,61.938.500-4,Direccion de Compras Publicas de Carabineros,2024-02-02,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,2
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,3241-22-CM24,No,2035281,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA AUSTRAL 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,61.102.028-7,DEPTO. DE BIENESTAR SOCIAL (M),2024-02-02,Magallanes,DIRECCION GENERAL DE LOS SERVICIOS DE LA ARMADA,FFAA,2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,1067526-28-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.150.400-K,DIRECCIÓN GESTION ADMINISTRATIVA,2024-02-02,Nuble,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,1067526-28-CM24,No,2035202,CAMIONETA RAM 700 SLT DC MACROZONA SUR 2024,CAMIONETA,RAM,700 SLT DC,1,69.150.400-K,DIRECCIÓN GESTION ADMINISTRATIVA,2024-02-02,Nuble,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,2580-37-CM24,No,2034277,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT PLUS,1,60.818.000-1,Superintendencia de Pensiones,2024-02-09,Metropolitana,Superintendencia de Pensiones,"Gob. Central, Universidades",2024,2
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,3502-84-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.180.700-2,MUNICIPALIDAD DE TRAIGUEN,2024-02-01,Araucania,MUNICIPALIDAD DE TRAIGUEN,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,3904-71-CM24,No,2034920,CAMIONETA DFSK D1 LUXURY 4X4 MT MACROZONA SUR 2024,CAMIONETA,DFSK,D1 LUXURY 4X4 MT,2,69.141.200-8,"Finanzas, Adquisiciones",2024-02-01,Nuble,I MUNICIPALIDAD DE BULNES,Municipalidades,2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,45-73-CM24,No,2034277,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT PLUS,1,61.531.000-K,Servicio Nacional de Capacitación y Empleo,2024-02-08,Metropolitana,Servicio Nacional de Capacitación y Empleo,"Gob. Central, Universidades",2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,45-73-CM24,No,2034217,SUV HYUNDAI CRETA GRAND SU2i 2.0 AT VALUE MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,CRETA GRAND SU2i 2.0 AT VALUE,2,61.531.000-K,Servicio Nacional de Capacitación y Empleo,2024-02-08,Metropolitana,Servicio Nacional de Capacitación y Empleo,"Gob. Central, Universidades",2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,3978-7-CM24,No,2034194,SUV HYUNDAI CRETA SU2id 1.5 CVT DESIGN MACROZONA SUR 2024,SUV,HYUNDAI,CRETA SU2id 1.5 CVT DESIGN,1,69.170.200-6,Direccion De Secplan,2024-02-12,Biobio,I MUNICIPALIDAD DE SANTA BARBARA,Municipalidades,2024,2
