IDProductoCM,Modelo,Tipo de Producto,Marca,Nombre Producto ONU,Precio Unitario,Rut Unidad de Compra,Región Unidad de Compra,Sector,year,Nro Licitación Pública,Convenio Marco,CodigoOC,Fecha Envío OC,Cantidad,Rut Proveedor,Nombre Proveedor Sucursal,Vehículo,Macrozona_x,Gama_x,Pgm,Puntaje Precio_x,PUNTAJE OFERTA,Marca_x,Precio,Modelo,Versión,Precio + Despacho,Precio Macrozona-Gama,Puntaje Precio_y,exact_merge_var
1929235,HILUX 2.4L SR CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,27849015.0,72.227.000-2,Maule,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1596-198-CM23,2023-06-13,2.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4L SR CD 4X4,,,,,TOYOTA SUR CAMIONETA 91.502.000-3
1930299,CRETA GRAND GRAND SU2I 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,17923193.0,60.908.000-0,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,85-239-CM23,2023-06-02,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,CRETA GRAND GRAND SU2I 2.0 AT VALUE,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1930341,TUCSON NX4 2.0 MT PLUS,SUV,HYUNDAI ,Automóviles,17686218.0,61.202.000-0,Metropolitana,Obras Públicas,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,976-280-CM23,2023-06-02,3.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,TUCSON NX4 2.0 MT PLUS,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1928934,WINGLE7 2.0L ELITE 4X2,CAMIONETA,GREAT WALL,Camiones ligeros o vehículos de deporte de utilidad,14278600.0,69.072.900-8,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2674-794-CM23,2023-06-05,1.0,94.141.000-6,Derco SPA,,,,,,,,,WINGLE7 2.0L ELITE 4X2,,,,,GREAT WALL METROPOLITANA CAMIONETA 94.141.000-6
1930358,TUCSON NX4 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,21398824.0,69.051.200-9,Valparaíso,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,4105-612-CM23,2023-06-06,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,TUCSON NX4 2.0 AT VALUE,,,,,HYUNDAI  CENTRO SUV 79.649.140-K
1929055,T60 2.8L DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17817915.0,69.191.500-K,Araucanía,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3887-492-CM23,2023-06-06,2.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,T60 2.8L DX 4X4,,,,,MAXUS SUR CAMIONETA 79.853.470-K
1929054,T60 2.8L DX 4X4,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17799399.0,69.120.200-3,Maule,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3807-184-CM23,2023-06-08,1.0,96.889.440-4,Mediterraneo Automotores SA,MAXUS T60 T60 DX 4X4,Metropolitana,Gama 4,14133100.0,100.0,100.0,Maxus,14090600.0,T60 2.8L DX 4X4,T60 DX 4X4,14133100,14133100.0,100.0,MAXUS METROPOLITANA CAMIONETA 96.889.440-4
1928951,T6 2.0L COMFORT 4X2 DIESEL,CAMIONETA,JAC,Camiones ligeros o vehículos de deporte de utilidad,14508466.0,69.255.300-4,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1736-1360-CM23,2023-06-08,1.0,94.141.000-6,Derco SPA,,,,,,,,,T6 2.0L COMFORT 4X2 DIESEL,,,,,JAC CENTRO CAMIONETA 94.141.000-6
1929150,700 1.4L SLT CD,CAMIONETA,RAM,Camiones ligeros o vehículos de deporte de utilidad,12989715.0,69.020.100-3,Antofagasta,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3506-404-CM23,2023-06-08,2.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,700 1.4L SLT CD,,,,,RAM METROPOLITANA CAMIONETA 79.853.470-K
1928495,KICKS 1.6L SENSE,SUV,NISSAN,Automóviles,13389892.0,69.061.600-9,Valparaíso,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2688-220-CM23,2023-06-08,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,KICKS 1.6L SENSE,,,,,NISSAN CENTRO SUV 79.853.470-K
1929143,700 1.4L SLT,CAMIONETA,RAM,Camiones ligeros o vehículos de deporte de utilidad,12061215.0,69.061.600-9,Valparaíso,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2688-220-CM23,2023-06-08,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,700 1.4L SLT,,,,,RAM CENTRO CAMIONETA 79.853.470-K
1929211,HILUX 2.4L DX CD 4X2,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,22399263.0,69.141.102-8,íuble,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,4594-451-CM23,2023-06-12,4.0,84.807.200-1,BRUNO FRITSCH S.A.,TOYOTA HILUX 4X2 DX,Sur,Gama 3,15185504.20168067,85.26947691711744,86.00600307126157,Toyota,15110504.20168067,HILUX 2.4L DX CD 4X2,4X2 DX,15185504.20168067,15185504.20168067,85.26947691711744,TOYOTA SUR CAMIONETA 84.807.200-1
1930184,X-TRAIL 2.5L EXCLUSIVE 4X4 AUT,SUV,NISSAN,Automóviles,26370757.0,61.938.500-4,Metropolitana,FFAA,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3326-223-CM23,2023-06-15,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN X-TRAIL 2ROW 4X4,Centro,Gama 2,13641928.66666667,90.87840365484978,91.33448347210728,Nissan,13800351.0,X-TRAIL 2.5L EXCLUSIVE 4X4 AUT,2ROW 4X4,13800351,13641928.66666667,90.87840365484978,NISSAN CENTRO SUV 91.502.000-3
1929061,T60 2.8L GL 4X2,CAMIONETA,MAXUS,Camiones ligeros o vehículos de deporte de utilidad,17942400.0,69.190.900-K,Araucanía,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3935-143-CM23,2023-06-28,2.0,96.889.440-4,Mediterraneo Automotores SA,MAXUS T60 T60 DX 4X2,Sur,Gama 3,12948600.0,100.0,100.0,Maxus,12774600.0,T60 2.8L GL 4X2,T60 DX 4X2,12948600,12948600.0,100.0,MAXUS SUR CAMIONETA 96.889.440-4
1928233,RAV4 2.0L LE,SUV,TOYOTA,Automóviles,18250672.0,69.231.000-4,Los Lagos,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3296-15-CM23,2023-06-29,1.0,84.807.200-1,BRUNO FRITSCH S.A.,,,,,,,,,RAV4 2.0L LE,,,,,TOYOTA SUR SUV 84.807.200-1
1929001,X200 2.0L CAMIONETA COMFORT,CAMIONETA,JAC,Camiones ligeros o vehículos de deporte de utilidad,16971424.0,60.911.006-6,Bío-Bío,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2704-938-CM23,2023-06-16,1.0,94.141.000-6,Derco SPA,,,,,,,,,X200 2.0L CAMIONETA COMFORT,,,,,JAC SUR CAMIONETA 94.141.000-6
1930013,NAVARA 2.3D DC SE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27990000.0,70.816.700-2,Aysén,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1173807-5-CM23,2023-06-16,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X2 MT,Austral,Gama 3,16285263.0,82.55684909724823,83.42900664238581,nissan,15614586.0,NAVARA 2.3D DC SE 4X4,SE 4x2 MT,16094586,16285263.0,82.55684909724823,NISSAN AUSTRAL CAMIONETA 91.502.000-3
1930359,TUCSON NX4 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,21398824.0,60.515.000-4,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,761-412-CM23,2023-06-19,2.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,TUCSON NX4 2.0 AT VALUE,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1930299,CRETA GRAND GRAND SU2I 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,17923193.0,69.254.900-7,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2393-746-CM23,2023-06-19,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,CRETA GRAND GRAND SU2I 2.0 AT VALUE,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1930015,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,26657000.0,60.905.000-4,Arica y Parinacota,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,509920-22-CM23,2023-06-20,1.0,91.502.000-3,Salinas y Fabres S.A.,NISSAN NAVARA SE 4X4 MT ,Norte,Gama 4,19498797.66666667,74.31535137559678,75.59958380681694,nissan,19307493.0,NAVARA 2.3D DC XE 4X4,SE 4x4 mt ,19307493,19498797.66666667,74.31535137559678,NISSAN NORTE CAMIONETA 91.502.000-3
1929215,HILUX 2.4L DX CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,26613782.0,69.110.500-8,Maule,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,4451-300-CM23,2023-06-20,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,HILUX 2.4L DX CD 4X4,,,,,TOYOTA CENTRO CAMIONETA 86.519.000-K
1930083,MUSSO GRAND 2.2L GLX 4X4,CAMIONETA,SSANGYONG,Camiones ligeros o vehículos de deporte de utilidad,23270300.0,61.938.500-4,Metropolitana,FFAA,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3326-247-CM23,2023-06-27,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,MUSSO GRAND 2.2L GLX 4X4,,,,,SSANGYONG METROPOLITANA CAMIONETA 79.853.470-K
1930358,TUCSON NX4 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,21398824.0,69.081.700-4,Lib. Gral. Bdo. O'Higgins,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3478-334-CM23,2023-06-22,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,TUCSON NX4 2.0 AT VALUE,,,,,HYUNDAI  CENTRO SUV 79.649.140-K
1929006,X200 2.0L CAMIONETA DC,CAMIONETA,JAC,Camiones ligeros o vehículos de deporte de utilidad,19276398.0,69.071.800-6,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2702-326-CM23,2023-06-23,1.0,94.141.000-6,Derco SPA,,,,,,,,,X200 2.0L CAMIONETA DC,,,,,JAC METROPOLITANA CAMIONETA 94.141.000-6
1929210,HILUX 2.4L DX CD 4X2,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,22407815.0,69.254.600-8,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,218-577-CM23,2023-06-27,1.0,84.807.200-1,BRUNO FRITSCH S.A.,,,,,,,,,HILUX 2.4L DX CD 4X2,,,,,TOYOTA METROPOLITANA CAMIONETA 84.807.200-1
1929215,HILUX 2.4L DX CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,25966387.0,69.110.600-4,Maule,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3756-226-CM23,2023-06-27,2.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,HILUX 2.4L DX CD 4X4,,,,,TOYOTA CENTRO CAMIONETA 86.519.000-K
1929150,700 1.4L SLT CD,CAMIONETA,RAM,Camiones ligeros o vehículos de deporte de utilidad,12989715.0,69.072.000-0,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2767-35-CM23,2023-06-27,2.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,700 1.4L SLT CD,,,,,RAM METROPOLITANA CAMIONETA 79.853.470-K
1930017,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,62.000.600-9,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1057124-31-CM23,2023-06-28,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NAVARA 2.3D DC XE 4X4,,,,,NISSAN METROPOLITANA CAMIONETA 79.853.470-K
1930017,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.960.900-K,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1360-51-CM23,2023-06-28,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NAVARA 2.3D DC XE 4X4,,,,,NISSAN METROPOLITANA CAMIONETA 79.853.470-K
1930018,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.002.022-4,Araucanía,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1906-65-CM23,2023-06-28,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT 4WD,Sur,Gama 4,19292500.0,73.93857716729299,75.24164830892833,Nissan,19070000.0,NAVARA 2.3D DC XE 4X4,DC SE 2.3D MT 4WD,19292500,19292500.0,73.93857716729299,NISSAN SUR CAMIONETA 79.853.470-K
1930016,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.002.004-6,Maule,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1907-64-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT 4WD,Centro,Gama 4,19200000.0,73.89635416666667,75.20153645833334,Nissan,19070000.0,NAVARA 2.3D DC XE 4X4,DC SE 2.3D MT 4WD,19200000,19200000.0,73.89635416666667,NISSAN CENTRO CAMIONETA 79.853.470-K
1930018,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.978.910-5,Los Ríos,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,5688-67-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT 4WD,Sur,Gama 4,19292500.0,73.93857716729299,75.24164830892833,Nissan,19070000.0,NAVARA 2.3D DC XE 4X4,DC SE 2.3D MT 4WD,19292500,19292500.0,73.93857716729299,NISSAN SUR CAMIONETA 79.853.470-K
1929209,HILUX 2.4L DX CD 4X2,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,22983529.0,70.885.500-6,Maule,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1469-2137-CM23,2023-06-29,1.0,86.519.000-K,Maritano y Ebensperger Ltda.,,,,,,,,,HILUX 2.4L DX CD 4X2,,,,,TOYOTA CENTRO CAMIONETA 86.519.000-K
1930018,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.002.025-9,Los Lagos,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1348-111-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT 4WD,Sur,Gama 4,19292500.0,73.93857716729299,75.24164830892833,Nissan,19070000.0,NAVARA 2.3D DC XE 4X4,DC SE 2.3D MT 4WD,19292500,19292500.0,73.93857716729299,NISSAN SUR CAMIONETA 79.853.470-K
1930012,NAVARA 2.3D DC SE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,25498388.0,69.264.800-5,Bío-Bío,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2785-546-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT,Sur,Gama 3,15542500.0,83.31092166639858,84.14537558307865,Nissan,15320000.0,NAVARA 2.3D DC SE 4X4,DC SE 2.3D MT,15542500,15542500.0,83.31092166639858,NISSAN SUR CAMIONETA 79.853.470-K
1930016,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.002.000-3,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1186229-340-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,NISSAN NAVARA DC SE 2.3D MT 4WD,Centro,Gama 4,19200000.0,73.89635416666667,75.20153645833334,Nissan,19070000.0,NAVARA 2.3D DC XE 4X4,DC SE 2.3D MT 4WD,19200000,19200000.0,73.89635416666667,NISSAN CENTRO CAMIONETA 79.853.470-K
1930178,X-TRAIL 2.5L ADVANCE AUT,SUV,NISSAN,Automóviles,23590356.0,61.002.000-3,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1186229-340-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,X-TRAIL 2.5L ADVANCE AUT,,,,,NISSAN CENTRO SUV 79.853.470-K
1929235,HILUX 2.4L SR CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,29990000.0,69.140.500-1,íuble,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2724-469-CM23,2023-06-29,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4L SR CD 4X4,,,,,TOYOTA SUR CAMIONETA 91.502.000-3
1930017,NAVARA 2.3D DC XE 4X4,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,27297529.0,61.002.010-0,Coquimbo,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1352-74-CM23,2023-06-29,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NAVARA 2.3D DC XE 4X4,,,,,NISSAN METROPOLITANA CAMIONETA 79.853.470-K
1928519,KICKS 1.6L ADVANCE  AUT,SUV,NISSAN,Automóviles,15524345.0,69.073.500-8,Valparaíso,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3243-38-CM23,2023-06-30,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,KICKS 1.6L ADVANCE  AUT,,,,,NISSAN CENTRO SUV 79.853.470-K
1928939,WINGLE7 2.0L ELITE 4X4,CAMIONETA,GREAT WALL,Camiones ligeros o vehículos de deporte de utilidad,15970599.0,69.090.800-k,Lib. Gral. Bdo. O'Higgins,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1237379-5-CM23,2023-06-30,1.0,86.385.500-4,COMERCIAL ANFRUNS Y COMPAíIA SPA,,,,,,,,,WINGLE7 2.0L ELITE 4X4,,,,,GREAT WALL CENTRO CAMIONETA 86.385.500-4
1929025,VIGUS PLUS 2.4L 4X4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,16889415.0,60.905.000-4,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,94-91-CM23,2023-06-30,1.0,79.853.470-K,SALAZAR ISRAEL,JMC VIGUS DOBLE CABINA 4X2 DIESEL,Sur,Gama 2,11722500.0,97.92023885689912,98.02422691405415,JMC,11500000.0,VIGUS PLUS 2.4L 4X4,Doble Cabina 4x2 Diesel,11722500,11722500.0,97.92023885689912,JMC SUR CAMIONETA 79.853.470-K
1929025,VIGUS PLUS 2.4L 4X4,CAMIONETA,JMC,Camiones ligeros o vehículos de deporte de utilidad,16889415.0,60.905.000-4,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,94-92-CM23,2023-06-30,1.0,79.853.470-K,SALAZAR ISRAEL,JMC VIGUS DOBLE CABINA 4X2 DIESEL,Sur,Gama 2,11722500.0,97.92023885689912,98.02422691405415,JMC,11500000.0,VIGUS PLUS 2.4L 4X4,Doble Cabina 4x2 Diesel,11722500,11722500.0,97.92023885689912,JMC SUR CAMIONETA 79.853.470-K
1928934,WINGLE7 2.0L ELITE 4X2,CAMIONETA,GREAT WALL,Camiones ligeros o vehículos de deporte de utilidad,14278600.0,69.071.300-4,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2483-534-CM23,2023-07-05,2.0,94.141.000-6,Derco SPA,,,,,,,,,WINGLE7 2.0L ELITE 4X2,,,,,GREAT WALL METROPOLITANA CAMIONETA 94.141.000-6
1928952,T6 2.0L COMFORT 4X2 DIESEL,CAMIONETA,JAC,Camiones ligeros o vehículos de deporte de utilidad,14508466.0,69.071.300-4,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2483-534-CM23,2023-07-05,1.0,94.141.000-6,Derco SPA,,,,,,,,,T6 2.0L COMFORT 4X2 DIESEL,,,,,JAC METROPOLITANA CAMIONETA 94.141.000-6
1929232,HILUX 2.4L SR CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,29990000.0,61.606.400-2,Coquimbo,Salud,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1180825-11-CM23,2023-07-05,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4L SR CD 4X4,,,,,TOYOTA NORTE CAMIONETA 91.502.000-3
1929108,NAVARA 2.3D DC SE,CAMIONETA,NISSAN,Camiones ligeros o vehículos de deporte de utilidad,22603171.0,69.071.302-0,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,2485-707-CM23,2023-07-07,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,NAVARA 2.3D DC SE,,,,,NISSAN METROPOLITANA CAMIONETA 79.853.470-K
1930269,CRETA SU2I 1.5 MT PLUS,SUV,HYUNDAI ,Automóviles,13183697.0,69.255.100-1,Metropolitana,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,750998-136-CM23,2023-07-27,4.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,CRETA SU2I 1.5 MT PLUS,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1928934,WINGLE7 2.0L ELITE 4X2,CAMIONETA,GREAT WALL,Camiones ligeros o vehículos de deporte de utilidad,14278600.0,61.202.000-0,Metropolitana,Obras Públicas,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,5284-9-CM23,2023-07-06,2.0,94.141.000-6,Derco SPA,,,,,,,,,WINGLE7 2.0L ELITE 4X2,,,,,GREAT WALL METROPOLITANA CAMIONETA 94.141.000-6
1930269,CRETA SU2I 1.5 MT PLUS,SUV,HYUNDAI ,Automóviles,13183697.0,70.930.000-8,Metropolitana,Otros,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1147293-1-CM23,2023-07-03,2.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,CRETA SU2I 1.5 MT PLUS,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
1929217,HILUX 2.4L DX CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,32277840.0,72.227.000-2,Maule,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1596-246-CM23,2023-07-10,2.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4L DX CD 4X4,,,,,TOYOTA SUR CAMIONETA 91.502.000-3
1930184,X-TRAIL 2.5L EXCLUSIVE 4X4 AUT,SUV,NISSAN,Automóviles,26972238.0,69.191.300-7,Araucanía,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3708-349-CM23,2023-07-04,1.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,X-TRAIL 2.5L EXCLUSIVE 4X4 AUT,,,,,NISSAN CENTRO SUV 79.853.470-K
1929232,HILUX 2.4L SR CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,29490000.0,70.783.100-6,Coquimbo,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,5416-788-CM23,2023-07-04,1.0,91.502.000-3,Salinas y Fabres S.A.,,,,,,,,,HILUX 2.4L SR CD 4X4,,,,,TOYOTA NORTE CAMIONETA 91.502.000-3
1929216,HILUX 2.4L DX CD 4X4,CAMIONETA,TOYOTA,Camiones ligeros o vehículos de deporte de utilidad,26075882.0,61.103.035-5,Metropolitana,FFAA,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,29-98-CM23,2023-07-11,14.0,84.807.200-1,BRUNO FRITSCH S.A.,,,,,,,,,HILUX 2.4L DX CD 4X4,,,,,TOYOTA METROPOLITANA CAMIONETA 84.807.200-1
1928879,POER 2.0L DELUXE 4X2,CAMIONETA,GREAT WALL,Camiones ligeros o vehículos de deporte de utilidad,18320600.0,61.004.000-4,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,634-537-CM23,2023-07-06,1.0,94.141.000-6,Derco SPA,,,,,,,,,POER 2.0L DELUXE 4X2,,,,,GREAT WALL CENTRO CAMIONETA 94.141.000-6
1928495,KICKS 1.6L SENSE,SUV,NISSAN,Automóviles,13389892.0,69.061.700-5,Valparaíso,Municipalidades,2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,3693-147-CM23,2023-07-24,2.0,79.853.470-K,SALAZAR ISRAEL,,,,,,,,,KICKS 1.6L SENSE,,,,,NISSAN CENTRO SUV 79.853.470-K
1930359,TUCSON NX4 2.0 AT VALUE,SUV,HYUNDAI ,Automóviles,21398824.0,61.503.000-7,Metropolitana,"Gob. Central, Universidades",2023,2239-5-LR21,CM Adquisición de Vehículos SUV y Camionetas,1592-123-CM23,2023-07-10,1.0,79.649.140-k,Automotores Gildemeister CAMIONES,,,,,,,,,TUCSON NX4 2.0 AT VALUE,,,,,HYUNDAI  METROPOLITANA SUV 79.649.140-K
