Unnamed: 0,Nro Licitación Pública,Id Convenio Marco,Convenio Marco,CodigoOC,NombreOC,Fecha Envío OC,EstadoOC,Proviene de Gran Compra,idGranCompra,Especificación del Comprador,IDProductoCM,Producto,Nombre Producto ONU,Tipo de Producto,Marca,Modelo,Precio Unitario,Cantidad,TotaLínea(Neto),Moneda,Monto Total OC Neto,Descuento Global OC,Cargos Adicionales OC,Subtotal OC,Impuestos,Monto Total OC,Rut Unidad de Compra,Unidad de Compra,Razón Social Comprador,Dirección Unidad Compra,Comuna Unidad Compra,Región Unidad de Compra,Institución,Sector,Rut Proveedor,Nombre Proveedor Sucursal,Nombre Empresa,Comuna del Proveedor,Región del Proveedor,Observaciones,Forma de Pago,Orgcode_Comprador,Entcode_Comprador,Orgcode_Proveedor,Entcode_Proveedor
39461,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3326-386-CM23,"ADQUISICIÓN DE 01 CAMIONETA PARA LA 2DA. COMISARIA LICANTEN, A TRAVES DEL FONDO ROTATIVO DE ABASTECIMIENTO (F.O.R.A.)",2023-09-28,Recepci?n Conforme,No,,(1929204) CAMIONETA SSANGYONG MUSSO GRAND 2.2L LX 4X2 MACROZONA METROPOLITANA 2023,1929204,CAMIONETA SSANGYONG MUSSO GRAND 2.2L LX 4X2 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,SSANGYONG,MUSSO GRAND 2.2L LX 4X2,19689999,1.0,19689999,CLP,19689999,0,0,19689999,0,19689999,61.938.500-4,Depto.Transportes L.3,DIRECCION DE LOGISTICA DE CARABINEROS,Vivaceta Nro. 2700,Independencia,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"Orden de Compra código: 3326-386-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.
",30 d?as contra la recepci?n conforme de la factura,4247,113812,32639,32414
43008,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3172-215-CM23,ADQUISICIÓN DE DOS VEHÍCULOS SUV PARA EL DEPARTAMENTO CUARTELES L.1.,2023-09-28,Recepci?n Conforme,No,,(1930353) SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT 4WD PLUS,20845882,2.0,41691764,CLP,41691764,0,0,41691764,0,41691764,61.938.500-4,Depto.Cuarteles L.1,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Bernardo O'higgins Nº 1196, Pis",Santiago Centro,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,,,"CONTACTO: Carolina Araya, Teléfono N°229220537.
VEHÍCULOS DE COLOR GRAFITO DE PREFERENCIA, DE NO EXISTIR COLOR PLATA.
ENTREGAR VEHÍCULOS EN EL DEPTO. DE TRANSPORTES DE CARABINEROS L.3.
FACTURAR EXENTO DE IVA, ARTÍCULO 91° LEY N° 18.961 (FORA).",30 d?as contra la recepci?n conforme de la factura,4093,113812,32636,32413
44746,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2455-102-CM23,Orden de Compra: 2455-102-CM23,2023-09-28,Recepci?n Conforme,No,,(1928232) SUV TOYOTA RAV4 2.0L LE MACROZONA METROPOLITANA 2023,1928232,SUV TOYOTA RAV4 2.0L LE MACROZONA METROPOLITANA 2023,Automóviles,SUV,TOYOTA,RAV4 2.0L LE,17686218,1.0,17686218,CLP,17686218,0,1,17686219,"3360381,42","21046600,42",69.071.000-5,SECRETARIA COMUNAL DE PLANIFICACIÓN,ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL,"Av. Carrascal 4447, Quinta Normal",Quinta Normal,Metropolitana,ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL,Municipalidades,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,Orden de Compra codigo: 2455-102-CM23 dirigida a BRUNO FRITSCH S.A.,30 d?as contra la recepci?n conforme de la factura,3447,88075,24507,24823
45127,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2412-786-CM23,Orden de Compra: 2412-786-CM23,2023-09-28,Recepci?n Conforme,No,,(1928946) CAMIONETA JAC T6 2.0L COMFORT 4X2 MACROZONA METROPOLITANA 2023,1928946,CAMIONETA JAC T6 2.0L COMFORT 4X2 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,JAC,T6 2.0L COMFORT 4X2,12972474,1.0,12972474,CLP,12972474,0,0,12972474,"2464770,06","15437244,06",69.254.100-6,IMUNI_LOPRADO ADQUISICIONES,I MUNICIPALIDAD DE LO PRADO,AVENIDA SAN PABLO 5959,Lo Prado,Metropolitana,I. MUNICIPALIDAD DE LO PRADO,Municipalidades,94.141.000-6,Derco SPA,DERCO S.P.A,,,"FACTURA DEBE INDICAR DATOS PARA TRANSFERENCIA ELECTRONICA 
Orden de compra N° 786 /TRANSITO/SP DE ADQ.N°828
Camioneta color blanco.
*Retiro en tienda.
",30 d?as contra la recepci?n conforme de la factura,3404,87373,39850,39256
45344,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,2381-1326-CM23,ADQUISICION CAMIONETA TODO TERRENO PARA LA DIRECCION DE SALUD MUNICIPAL,2023-09-28,Enviada a Proveedor,No,,(1929214) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA NORTE 2023,1929214,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA NORTE 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,28490000,1.0,28490000,CLP,28490000,0,0,28490000,5413100,33903100,69.030.200-4,DEPARTAMENTO DE ADQUISICIONES DASM,I MUNICIPALIDAD DE COPIAPO,"Acceso Sur N°425, Local A-1 Panamericana Sur",Copiapó,Atacama,I MUNICIPALIDAD DE COPIAPO,Municipalidades,91.502.000-3,Salinas y Fabres S.A.,SALINAS Y FABRES SOCIEDAD ANONIMA,,,ADQUISICION CAMIONETA TODO TERRENO PARA LA DIRECCION DE SALUD MUNICIPAL,30 d?as contra la recepci?n conforme de la factura,3373,86872,26569,26778
46183,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5613-241-CM23,Adquisición de camioneta (Departamento de Silvicultura),2023-09-28,Aceptada,No,,(1929216) CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA METROPOLITANA 2023,1929216,CAMIONETA TOYOTA HILUX 2.4L DX CD 4X4 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,TOYOTA,HILUX 2.4L DX CD 4X4,25269412,1.0,25269412,CLP,25269412,0,1,25269413,"4801188,28","30070601,28",60.910.000-1,UCHILE Facultad de Cs. Forestales,UNIVERSIDAD DE CHILE,Avda. Santa Rosa 11315,Santiago,Metropolitana,Universidad de Chile,"Gob. Central, Universidades",84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,,,Orden de Compra codigo: 5613-241-CM23 dirigida a BRUNO FRITSCH S.A.,30 d?as contra la recepci?n conforme de la factura,6526,7251,24507,24823
48217,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3020-25-CM23,Orden de Compra generada por la Gran Compra: 68612,2023-09-29,Aceptada,S?,68612.0,(1930018) CAMIONETA NISSAN NAVARA 2.3D DC XE 4X4 MACROZONA SUR 2023 1930018,1930018,CAMIONETA NISSAN NAVARA 2.3D DC XE 4X4 MACROZONA SUR 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC XE 4X4,26596000,10.0,265960000,CLP,265960000,0,0,265960000,50532400,316492400,69.151.300-9,Departamento SECPLAN,I MUNICIPALIDAD DE LOTA,Pedro Aguirre Cerda 302,Lota,Bío-Bío,I MUNICIPALIDAD DE LOTA,Municipalidades,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,Maipú,Región Metropolitana de Santiago,"FACTURAR A NOMBRE DEL GOBIERNO REGIONAL DEL BIOBIO
RUT. 72.232.500-1
GIRO: ADMINISTRACION CENTRAL ADMINISTRACION PUBLICA
AVENIDA ARTURO PRAT 525, CONCEPCION ",30 d?as contra la recepci?n conforme de la factura,3973,113259,24507,24823
492,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-263-CM23,ADQUISICIÓN DE CAMIONETAS 4X4 COLOR FÁBRICA,2023-10-19,Recepci?n Conforme,S?,68870.0,(1930011) CAMIONETA NISSAN NAVARA 2.3D DC SE 4X4 MACROZONA METROPOLITANA 2023 1930011,1930011,CAMIONETA NISSAN NAVARA 2.3D DC SE 4X4 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC SE 4X4,"2,6e+07",11.0,"2,86e+08",CLP,"2,86e+08",0,0,"2,86e+08",54340000,340340000,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,Maipú,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°07/2023
PRECIO: VER CLÁUSULA CUARTO DEL ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,24507,24823
493,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-263-CM23,ADQUISICIÓN DE CAMIONETAS 4X4 COLOR FÁBRICA,2023-10-19,Recepci?n Conforme,S?,68870.0,(1930011) CAMIONETA NISSAN NAVARA 2.3D DC SE 4X4 MACROZONA METROPOLITANA 2023 1930011,1930011,CAMIONETA NISSAN NAVARA 2.3D DC SE 4X4 MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC SE 4X4,"2,6e+07",11.0,"2,86e+08",CLP,"2,86e+08",0,0,"2,86e+08",54340000,340340000,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,84.807.200-1,BRUNO FRITSCH S.A.,BRUNO FRITSCH S.A. ,Maipú,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°07/2023
PRECIO: VER CLÁUSULA CUARTO DEL ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,24507,24823
624,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-266-CM23,ADQUISICIÓN DE VEHÍCULOS SUV COLOR FÁBRICA CON CARGO FORA PARA CARABINEROS DE CHILE,2023-10-02,Recepci?n Conforme,S?,68982.0,(1930353) SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023 1930353,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT 4WD PLUS,20845882,15.0,312688230,CLP,376884702,0,0,376884702,0,376884702,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°08-2023: VER ACUERDO COMPLEMENTARIO ADJUNTO
VIGENCIA  Y DURACIÓN DEL ACUERDO COMPLEMENTARIO: VER CLÁUSULA TERCERO DEL ACUERDO COMPLEMENTARIO
PRECIO: VER CLÁUSULA CUARTO DEL  ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,32636,32413
625,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-266-CM23,ADQUISICIÓN DE VEHÍCULOS SUV COLOR FÁBRICA CON CARGO FORA PARA CARABINEROS DE CHILE,2023-10-02,Recepci?n Conforme,S?,68982.0,(1930359) SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023 1930359,1930359,SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT VALUE,21398824,3.0,64196472,CLP,376884702,0,0,376884702,0,376884702,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°08-2023: VER ACUERDO COMPLEMENTARIO ADJUNTO
VIGENCIA  Y DURACIÓN DEL ACUERDO COMPLEMENTARIO: VER CLÁUSULA TERCERO DEL ACUERDO COMPLEMENTARIO
PRECIO: VER CLÁUSULA CUARTO DEL  ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,32636,32413
626,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-266-CM23,ADQUISICIÓN DE VEHÍCULOS SUV COLOR FÁBRICA CON CARGO FORA PARA CARABINEROS DE CHILE,2023-10-02,Recepci?n Conforme,S?,68982.0,(1930353) SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023 1930353,1930353,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT 4WD PLUS,20845882,15.0,312688230,CLP,376884702,0,0,376884702,0,376884702,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°08-2023: VER ACUERDO COMPLEMENTARIO ADJUNTO
VIGENCIA  Y DURACIÓN DEL ACUERDO COMPLEMENTARIO: VER CLÁUSULA TERCERO DEL ACUERDO COMPLEMENTARIO
PRECIO: VER CLÁUSULA CUARTO DEL  ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,32636,32413
627,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5240-266-CM23,ADQUISICIÓN DE VEHÍCULOS SUV COLOR FÁBRICA CON CARGO FORA PARA CARABINEROS DE CHILE,2023-10-02,Recepci?n Conforme,S?,68982.0,(1930359) SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023 1930359,1930359,SUV HYUNDAI TUCSON NX4 2.0 AT VALUE MACROZONA METROPOLITANA 2023,Automóviles,SUV,HYUNDAI ,TUCSON NX4 2.0 AT VALUE,21398824,3.0,64196472,CLP,376884702,0,0,376884702,0,376884702,61.938.500-4,Direccion de Compras Publicas de Carabineros,DIRECCION DE LOGISTICA DE CARABINEROS,"Av. Lib. Bernardo OHiggins N° 1449,torre 7,PISO 11",Santiago,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,79.649.140-k,Automotores Gildemeister CAMIONES,AUTOMOTORES GILDEMEISTER SPA,Pudahuel,Región Metropolitana de Santiago,"ACUERDO COMPLEMENTARIO N°08-2023: VER ACUERDO COMPLEMENTARIO ADJUNTO
VIGENCIA  Y DURACIÓN DEL ACUERDO COMPLEMENTARIO: VER CLÁUSULA TERCERO DEL ACUERDO COMPLEMENTARIO
PRECIO: VER CLÁUSULA CUARTO DEL  ACUERDO COMPLEMENTARIO
FORMA DE PAGO Y FACTURACIÓN: VER CLÁUSULA QUINTO DEL ACUERDO COMPLEMENTARIO
PLAZO Y LUGAR DE ENTREGA: VER CLÁUSULA SÉPTIMO DEL ACUERDO COMPLEMENTARIO",30 d?as contra la recepci?n conforme de la factura,6153,113812,32636,32413
5634,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1718-1568-CM23,Orden de Compra: 1718-1568-CM23,2023-10-20,Aceptada,No,,(1929114) CAMIONETA NISSAN NAVARA 2.3D DC XE MACROZONA METROPOLITANA 2023,1929114,CAMIONETA NISSAN NAVARA 2.3D DC XE MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC XE,23501797,2.0,47003594,CLP,47003594,0,0,47003594,"8930682,86","55934276,86",69.253.900-1,Departamento de Adquisiciones San Ramon,I MUNICIPALIDAD DE SAN RAMON,Avenida Ossa Nº 1771,San Ramón,Metropolitana,I MUNICIPALIDAD DE SAN RAMON,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 1718-1568-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,2714,7355,32639,32414
5635,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,1718-1568-CM23,Orden de Compra: 1718-1568-CM23,2023-10-20,Aceptada,No,,(1929114) CAMIONETA NISSAN NAVARA 2.3D DC XE MACROZONA METROPOLITANA 2023,1929114,CAMIONETA NISSAN NAVARA 2.3D DC XE MACROZONA METROPOLITANA 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,NISSAN,NAVARA 2.3D DC XE,23501797,2.0,47003594,CLP,47003594,0,0,47003594,"8930682,86","55934276,86",69.253.900-1,Departamento de Adquisiciones San Ramon,I MUNICIPALIDAD DE SAN RAMON,Avenida Ossa Nº 1771,San Ramón,Metropolitana,I MUNICIPALIDAD DE SAN RAMON,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 1718-1568-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,2714,7355,32639,32414
13040,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,4690-597-CM23,Orden de Compra: 4690-597-CM23,2023-10-02,Aceptada,No,,(1928837) CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA CENTRO 2023,1928837,CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,CHANGAN,HUNTER 1.9L COMFORT 4X4,14862368,1.0,14862368,CLP,14862368,0,0,14862368,"2823849,92","17686217,92",69.110.900-3,Depto. Salud Comunal,I MUNICIPALIDAD DE MAULE,Balmaceda  N° 350,Maule,Maule,Ilustre Municipalidad de Maule,Municipalidades,94.141.000-6,Derco SPA,DERCO S.P.A,,,Orden de Compra codigo: 4690-597-CM23 dirigida a DERCO SPA,30 d?as contra la recepci?n conforme de la factura,5605,118070,39850,39256
13041,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,4690-597-CM23,Orden de Compra: 4690-597-CM23,2023-10-02,Aceptada,No,,(1928837) CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA CENTRO 2023,1928837,CAMIONETA CHANGAN HUNTER 1.9L COMFORT 4X4 MACROZONA CENTRO 2023,Camiones ligeros o vehículos de deporte de utilidad,CAMIONETA,CHANGAN,HUNTER 1.9L COMFORT 4X4,14862368,1.0,14862368,CLP,14862368,0,0,14862368,"2823849,92","17686217,92",69.110.900-3,Depto. Salud Comunal,I MUNICIPALIDAD DE MAULE,Balmaceda  N° 350,Maule,Maule,Ilustre Municipalidad de Maule,Municipalidades,94.141.000-6,Derco SPA,DERCO S.P.A,,,Orden de Compra codigo: 4690-597-CM23 dirigida a DERCO SPA,30 d?as contra la recepci?n conforme de la factura,5605,118070,39850,39256
25874,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,768-446-CM23,Orden de Compra: 768-446-CM23,2023-10-04,Recepci?n Conforme,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",72.223.100-7,Gobierno Regional de Tarapacá,GOBIERNO REGIONAL DE TARAPACA,Av. Arturo Prat 1099,,Tarapacá,GOBIERNO REGIONAL DE TARAPACA,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 768-446-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,1764,7084,32639,32414
25875,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,768-446-CM23,Orden de Compra: 768-446-CM23,2023-10-04,Recepci?n Conforme,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",72.223.100-7,Gobierno Regional de Tarapacá,GOBIERNO REGIONAL DE TARAPACA,Av. Arturo Prat 1099,,Tarapacá,GOBIERNO REGIONAL DE TARAPACA,"Gob. Central, Universidades",79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,Orden de Compra codigo: 768-446-CM23 dirigida a AUTOMOTRIZ CORDILLERA S.A.,30 d?as contra la recepci?n conforme de la factura,1764,7084,32639,32414
25936,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5190-1345-CM23,ÁREA VENTAS - VEHICULO,2023-10-04,Aceptada,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",60.506.011-0,JENABIEN,JEFATURA DE BIENESTAR (I.P),"Williams Rebolledo N° 1799, comuna de Ñuñoa",,Metropolitana,Policía de Investigaciones de Chile,FFAA,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"MTA N° 128 DEL 14.SEP.023 ÁREA VENTAS
DESPACHO RETIRO EN TIENDA
CONTACTO CAROLINA SANCHEZ 
FONO +56988130823
INDICAR CTA CTE EN FACTURA 
FONO FINANZAS 227082209",30 d?as contra la recepci?n conforme de la factura,6103,111880,32639,32414
25937,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,5190-1345-CM23,ÁREA VENTAS - VEHICULO,2023-10-04,Aceptada,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",60.506.011-0,JENABIEN,JEFATURA DE BIENESTAR (I.P),"Williams Rebolledo N° 1799, comuna de Ñuñoa",,Metropolitana,Policía de Investigaciones de Chile,FFAA,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"MTA N° 128 DEL 14.SEP.023 ÁREA VENTAS
DESPACHO RETIRO EN TIENDA
CONTACTO CAROLINA SANCHEZ 
FONO +56988130823
INDICAR CTA CTE EN FACTURA 
FONO FINANZAS 227082209",30 d?as contra la recepci?n conforme de la factura,6103,111880,32639,32414
25938,2239-5-LR21,5800296.0,CM Adquisición de Vehículos SUV y Camionetas,3810-2042-CM23,"ADQUISICION DE VEHICULO PARA SER ENTREGADO EN COMODATO A CARABINEROS, MEMO 1275/23, DOE",2023-10-05,Aceptada,No,,(1930142) SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,1930142,SUV MITSUBISHI OUTLANDER 2.5L GLS 4X4 7P MACROZONA CENTRO 2023,Automóviles,SUV,MITSUBISHI,OUTLANDER 2.5L GLS 4X4 7P,26910895,1.0,26910895,CLP,26910895,0,0,26910895,"5113070,05","32023965,05",69.091.200-7,Ilustre Municipalidad de Pichilemu,ILUSTRE MUNICIPALIDAD DE PICHILEMU,Ángel Gaete N°365,Pichilemu,Lib. Gral. Bdo. O'Higgins,Ilustre Municipalidad de Pichilemu,Municipalidades,79.853.470-K,SALAZAR ISRAEL,AUTOMOTRIZ CORDILLERA S.A.,,,"ADQUISICION DE VEHICULO PARA SER ENTREGADO EN COMODATO A CARABINEROS. 
MEMO 1275/23, DOE
FONDOS MUNICIPALES
215.29.03.001.001.001.
LA UNIDAD DEBE INCLUIR LA INSCRIPCION DE LAS RESPECTIVAS PLACAS.
Se solicita Aceptar la OC dentro de las 48 horas desde envi",30 d?as contra la recepci?n conforme de la factura,4730,117179,32639,32414
