marca,modelo,tipo producto
peugeot,308 1.2l active puretech 130 hp,hatchback
peugeot,308 1.6l allure thp 165 eat6,hatchback
peugeot,308 allure thp 165 eat6,hatchback
renault,kwid 1.0l intens,hatchback
renault,kwid 1.0l life,hatchback
renault,kwid 1.0l outsider,hatchback
suzuki,alto 800 0.8l gl,hatchback
suzuki,alto 800 0.8l glx,hatchback
suzuki,alto 800 0.8l glx ac,hatchback
suzuki,baleno 1.4l gl,hatchback
suzuki,baleno 1.4l gls,hatchback
suzuki,baleno 1.4l gls aut,hatchback
suzuki,baleno 1.4l glx,hatchback
suzuki,baleno 1.4l glx aut,hatchback
suzuki,s-presso 1.0l glx ac,hatchback
suzuki,s-presso 1.0l glx adventure,hatchback
suzuki,swift 1.0l boosterjet glx,hatchback
suzuki,swift sport 1.4l,hatchback
suzuki,swift sport 1.4l aut,hatchback
toyota,aygo 5 puertas x-r5,hatchback
toyota,aygo x-cite,hatchback
toyota,aygo x-g3,hatchback
toyota,aygo x-g5,hatchback
toyota,aygo x-r3,hatchback
toyota,corolla sport 1.2l se,hatchback
toyota,corolla sport 1.2l se aut,hatchback
toyota,corolla sport s 1.8 hv cvt,hatchback
toyota,corolla sport se 1.2 turbo cvt,hatchback
toyota,corolla sport se 1.2 turbo mt,hatchback
toyota,corolla sport se 1.8 hv cvt,hatchback
toyota,corolla sport turbo 1.2l se cvt,hatchback
toyota,prius c,hatchback
toyota,prius hibrido,hatchback
toyota,yaris sport 1.5l gle at,hatchback
toyota,yaris sport 1.5l gle mt,hatchback
toyota,yaris sport 1.5l gli,hatchback
toyota,yaris sport 1.5l gli aut,hatchback
toyota,yaris sport 1.5l sport,hatchback
toyota,yaris sport 1.5l sport aut,hatchback
toyota,yaris sport 1.5l sport mt,hatchback
toyota,yaris sport gle at,hatchback
toyota,yaris sport gle mt,hatchback
toyota,yaris sport sport at,hatchback
toyota,yaris sport sport mt,hatchback
volkswagen,gol 1.6l comfortline,hatchback
volkswagen,gol 1.6l highline,hatchback
volkswagen,gol 1.6l highline aut,hatchback
volkswagen,gol 1.6l trendline,hatchback
volkswagen,polo 1.6l msi comfortline,hatchback
volkswagen,polo 1.6l msi comfortline aut,hatchback
volkswagen,polo 1.6l msi highline,hatchback
volkswagen,polo 1.6l msi highline aut,hatchback
volkswagen,polo 1.6l msi trendline,hatchback
